ID_1	name	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
2317	2317	TPI1	2.26291598029189	12.0060817713376	15.8498846459528	1.17701278679559e-17	5.36600129500109e-14	29.2049592547013
2656	2656	GLO1	2.3701708691674	10.08778930338	11.1798643101148	1.76101142077083e-12	4.0142255336471e-09	18.2342400035012
2819	2819	HNRNPA0	-1.56839677813308	10.1005053905569	-10.2539033875747	5.3213688017153e-12	6.71359116668533e-09	17.1794138094411
1386	1386	PGAM1;PGAM2;PGAM4	1.94420578739045	11.2279006813549	10.0197038720031	7.07047647435016e-12	6.71359116668533e-09	16.9436228226559
2407	2407	TMSB4X	2.97898994337984	11.8822438080763	12.518117760746	7.36300851797031e-12	6.71359116668533e-09	16.2979712120466
2375	2375	UFM1	-1.37793012995244	10.0025392515336	-9.66146582092449	8.09698032221521e-10	6.0348627735749e-07	12.4103154438778
959	959	SSB	-0.84914980058184	11.3905085536558	-8.24757129028929	9.26607576552408e-10	6.0348627735749e-07	12.2866581122947
2139	2139	PSMD7	-1.0814681838275	10.1865715066315	-8.06823424492864	1.55106221658637e-09	8.83911580677156e-07	11.791605883619
2393	2393	YWHAE	0.779129158353806	12.3776907739488	7.99286211528566	1.92816199395625e-09	9.76721170049617e-07	11.5823419866208
4891	4891	PYM1	1.08599306439997	9.15297532972719	8.52997381511232	4.57654270768271e-09	1.89676892766595e-06	10.8497431400382
2870	2870	PDAP1	1.76709275731031	9.41624733392971	8.08384613476398	4.55902613130343e-09	1.89676892766595e-06	10.7976830447317
4851	4851	ARPC5L	1.0081833358592	9.30369707812087	7.77688408812463	8.17045045746243e-09	2.86531412581317e-06	10.2339171442031
2452	2452	YWHAZ	0.721022141834331	12.7532314298945	7.51234963987251	7.83634104235282e-09	2.86531412581317e-06	10.2323485100634
2949	2949	CIRBP	-1.21565772220229	10.3628195909922	-7.81323706517175	9.26439046978187e-09	3.01688258226682e-06	10.1290679224289
1026	1026	LAMB1	1.08770615815082	9.32742247235629	7.5539815228079	1.00542530263895e-08	3.05582263648733e-06	10.0120796683467
876	876	ORM1	2.38001726719298	10.4203815797728	7.51903883526184	1.34690433060741e-08	3.8378355270245e-06	9.73329926127491
2776	2776	SF3A3	0.952862782107589	9.29832710471924	7.7142353448037	1.5082469312235e-08	4.04476338791056e-06	9.66469268899536
2442	2442	FKBP1A	1.05295274225841	11.1843388770034	7.26600247343125	1.92018223880277e-08	4.86339490372323e-06	9.37871596752804
988	988	NPM1	-1.67363602376024	11.2412260225782	-7.72923762275648	2.33988503527456e-08	5.61449256621934e-06	9.27919853891183
5200	5200	PTPN23	1.24432248554347	8.04939202412633	7.41415997356723	3.29979889433463e-08	7.16370626631979e-06	8.91774694959994
2470	2470	TPM4	1.38575729769763	11.2225611300561	7.03422820512728	3.23710851358681e-08	7.16370626631979e-06	8.86430950678739
2050	2050	PSMB3	-0.962096603610719	11.123220275855	-7.03366864417653	3.79131452277851e-08	7.85663768606693e-06	8.72276374793205
2343	2343	UBE2N;UBE2NL	-0.749693809364134	10.732024588823	-6.94466473628817	4.23206633795934e-08	8.38869149337245e-06	8.60563687783493
2987	2987	CTTN	-1.27734837270069	10.2661900021673	-6.80236466556351	6.48728029532869e-08	1.23231295276681e-05	8.1932713937424
1682	1682	ADSS2	1.09299126660579	9.02938064153221	6.86048445563745	8.6229092795171e-08	1.57247373621274e-05	7.95304525191756
2404	2404	SNRPD1	-0.848681397879858	9.86762906140344	-7.05995010002788	1.02469345198932e-07	1.79676055677666e-05	7.84082144291461
2710	2710	SRSF4	-0.988715273816808	10.475427065624	-6.830990532992	1.10372391181711e-07	1.8636582644349e-05	7.72939834153364
5372	5372	ARFGAP3	-2.07368619008377	8.43252547250119	-7.3066832840561	1.36101203689954e-07	2.21601924150892e-05	7.63244211695134
2896	2896	SNW1	-0.884634703790448	8.97493486537063	-6.97579495384816	1.55643110059023e-07	2.27267549934397e-05	7.45370837996033
989	989	TPM3	0.990072350049713	11.668496930489	6.54108019377558	1.4268135450942e-07	2.24304929382223e-05	7.43215172081528
1362	1362	ENG	1.21182257768625	8.92519878543285	7.03072339400262	1.66739477802189e-07	2.30353114939449e-05	7.38047371128197
2381	2381	YWHAG	0.824727263546686	10.8521994269174	6.56094255610706	1.53524089256104e-07	2.27267549934397e-05	7.37235045511525
5169	5169	SH3BGRL3	-1.86523630979672	10.3457811546465	-7.01326471259902	1.74160500865143e-07	2.33528742189467e-05	7.36121397212951
2350	2350	ARF3;ARF1	-0.890809004552636	11.9735866337775	-6.50421778834622	1.59520982625591e-07	2.27267549934397e-05	7.32440610764382
4343	4343	DDX1	-0.770299441320068	9.76928282261913	-6.44260256292753	1.9225661920328e-07	2.50427979127929e-05	7.14413071515706
1574	1574	PTBP1	-1.59078769623777	10.7377608818531	-6.79221362180032	2.49513259162949e-07	3.06185857395198e-05	6.99657546777241
2237	2237	NAPA	0.808531281708754	9.69707691181411	6.37763854451082	2.34127134504408e-07	2.96496001723777e-05	6.9538288397313
4585	4585	OTUB1	0.702261062525135	9.89927160875752	6.39051533598887	2.55210848453993e-07	3.06185857395198e-05	6.88140925822025
596	596	DCTN3	1.00957029239347	8.95220210414734	6.89378447194103	2.89572791187126e-07	3.30040588755527e-05	6.86270564698494
1193	1193	COL6A2	-1.14100330240569	12.6673585198916	-6.31458902747052	2.83526236708396e-07	3.30040588755527e-05	6.76892815500835
340	340	DENR	-0.793658308212999	9.83270967772036	-6.51864003052331	3.09703771353751e-07	3.4437548624433e-05	6.74354948967491
2192	2192	ARFIP1	0.992060569383552	9.44157268553661	6.40353163165311	3.20266373335487e-07	3.4764152286583e-05	6.6854170454183
3259	3259	IMMT	0.721797665180313	10.7178189757737	6.24088441536634	3.54725446907377e-07	3.75364642916306e-05	6.55254523709473
3582	3582	CAVIN1	-1.39969268467345	11.9579483682343	-6.23396192252275	3.6227339961214e-07	3.75364642916306e-05	6.53221005625845
129	129	PDXK	1.06251959820695	9.9075273349472	6.25375386270872	3.84210130608068e-07	3.89247552320485e-05	6.48620767247311
2899	2899	TRA2A	-0.887974439794792	10.0190391683366	-6.40789597554786	4.90725178154171e-07	4.86351323305405e-05	6.3124016655819
4424	4424	TNPO1	0.641359568483951	9.2332410263865	6.14775141493846	5.27921842292415e-07	5.08368407883498e-05	6.17925187846512
2161	2161	HNRNPM	-0.667548911743479	11.7489560464938	-6.1057504593573	5.35242017512786e-07	5.08368407883498e-05	6.15525354957524
4623	4623	DDRGK1	-1.03151171156302	9.85104367237618	-6.1934782642871	6.70289870182745e-07	6.23643166972069e-05	5.98404264670971
4444	4444	MYDGF	0.876602026849893	10.8056455222883	5.9516008472181	8.56421779805906e-07	7.80885378827025e-05	5.70137458280596
2687	2687	PSME1	0.659587779471101	11.154836855694	5.92955456298221	9.16023442320112e-07	8.18853112458312e-05	5.63641844539463
5785	5785	PFDN2	0.765828781855452	9.46627851725044	5.94286448286974	9.76997190150979e-07	8.56563498057368e-05	5.58472163106297
2006	2006	GSS	1.01955467855974	8.90503343119602	6.00468604331288	1.01917438880964e-06	8.76682271430785e-05	5.57882100371948
519	519	SH3BGRL	-0.879582675461464	10.3439044143992	-5.81779354671993	1.28853167158223e-06	0.000108785479458211	5.30702749244792
1635	1635	IMPA1	1.47371198804737	9.61747864906883	6.49063163918371	1.79552549263071e-06	0.000143610538963217	5.15815216984375
6153	6153	RBM8A	-0.690301779996778	10.457354564272	-5.74399621487133	1.61432573482058e-06	0.000133812927728128	5.08947398508934
2473	2473	EEF1A1;NA	-0.528842789283868	13.2171614949147	-5.71534130383759	1.76201440935938e-06	0.000143446851647668	5.00499824625538
2837	2837	SRSF5	-1.26321075602679	9.94888381050779	-6.48917912971468	2.27398558094968e-06	0.000167242564500267	4.99860728686509
5715	5715	VPS29	0.673484248047195	10.0372364995129	5.76059033324611	1.87093457648872e-06	0.000147061909210553	4.97558130382646
4804	4804	S100A13	1.4028688589395	10.2702915873079	5.9499610505942	2.27441083549387e-06	0.000167242564500267	4.88563356006038
2356	2356	PSME3	0.826982539182518	9.07964320722859	5.70431651626715	2.21117810431198e-06	0.000167242564500267	4.80692006376146
5578	5578	CDKN2AIP	-1.13394989101361	8.16468372470766	-5.945301380006	2.66415893509638e-06	0.000186860009001606	4.72117084893442
2398	2398	RPS13	-0.544486786538718	11.803674469007	-5.61850448535665	2.36864139740876e-06	0.000171406922710898	4.71955255832564
539	539	NDUFS3	0.828496164452527	9.73644651826661	5.76011618340962	2.601529625442e-06	0.000185318336912345	4.70068060082611
334	334	TGOLN2	1.17265647488501	9.31644265317069	5.82942420201145	3.1366306383583e-06	0.000204284272575364	4.57846750736857
3088	3088	EIF4H	-1.05712786215206	10.6870374556395	-5.83268620495065	3.10942087681421e-06	0.000204284272575364	4.55553453290685
5957	5957	PA2G4	-0.518263832755229	11.4951507230952	-5.56233120523968	2.81210490507686e-06	0.000194248276700688	4.5540197800251
5041	5041	POLDIP3	-1.28171125014521	10.7472199587228	-5.8582477533963	3.34385328826607e-06	0.000211730932516736	4.52542865469824
1599	1599	MAP4	-0.817231676693433	10.1987599095945	-5.53690055561912	3.03927940725458e-06	0.000204284272575364	4.47909826430874
4072	4072	ARFGAP2	-0.804673601425156	9.44674433494652	-5.68105892406262	3.25405058376078e-06	0.000208946712836133	4.46935962804902
204	204	HNRNPDL	-0.710956158702503	11.1791836049605	-5.52962620031178	3.10757138940181e-06	0.000204284272575364	4.45766965249366
2520	2520	BASP1	3.65538667952874	10.0942522152342	6.6271695105227	2.18036881543653e-06	0.000167242564500267	4.40471638072713
1106	1106	COX6C	1.00927081677115	8.95531515512713	5.68784458713821	4.58141484067218e-06	0.000282252300792223	4.20646666541116
5845	5845	RCOR1	-1.04737403841112	8.35530725252315	-6.01656510830014	5.24747087319864e-06	0.0003015680824883	4.18697945316936
2318	2318	EIF3E	0.485228607147867	9.98307969144836	5.43922118958117	4.45441682411224e-06	0.000278187483577092	4.12045079737242
1534	1534	EEF1B2	-0.885607095044048	10.4161343647922	-5.74613264799576	5.16472552447922e-06	0.0003015680824883	4.11821102349265
2784	2784	LMAN2	-1.5779017232306	10.228812436612	-5.53060714512859	4.98522475334892e-06	0.0003015680824883	4.05712944046763
2962	2962	UBE4A	0.843956210925808	7.88757871600593	5.54992891188626	5.26038140738606e-06	0.0003015680824883	4.03555295445421
1652	1652	EEF1D	0.656826533188818	10.9260191801661	5.36064119533986	5.20599926182578e-06	0.0003015680824883	3.9602916038417
1465	1465	CD9	1.70932754275491	11.5082518251971	5.95960118987377	5.97991052582868e-06	0.000336572988731518	3.95525815274371
2627	2627	RPL18A	-0.838858371799493	10.6835255958498	-5.38204661068583	5.29182860255846e-06	0.0003015680824883	3.95441061201493
6142	6142	ATP6V1D	-1.04883036555244	10.105667188549	-5.66587295040103	6.34752443257055e-06	0.000344504332001061	3.9340641194043
1208	1208	ACE	1.93647772689335	9.37824203650318	5.49747008169632	6.80339110575311e-06	0.000363712938047372	3.8452604120959
3005	3005	RBM39;RBM23	-0.559335696426924	10.1061167460952	-5.31069178687105	6.06297437176324e-06	0.000337086587327666	3.81347163890168
1150	1150	HSPD1	-0.879343492440984	11.2585736651425	-5.30154199208205	6.23455444490527e-06	0.000342449803787026	3.78658907255647
2433	2433	GNB2	0.866328665929389	9.82504603358669	5.45475040048446	6.86100299891951e-06	0.000363712938047372	3.78091245757187
259	259	PMM2	0.99836220907674	9.2742801395863	5.60894908159012	7.34940398530422e-06	0.000382700055889151	3.76325563076089
528	528	PRPF40A	-0.633968239378996	9.28117177602634	-5.29839396793309	7.38705964427403e-06	0.000382700055889151	3.64297291688189
5377	5377	VTA1	1.01314033534469	8.84909440109077	5.3974815506649	8.95140074912831e-06	0.000453438177947511	3.55807013568747
4921	4921	COPS4	0.722311694685379	8.65511991248353	5.22964263102628	8.37331953244412e-06	0.000428920940993401	3.51213730051116
2018	2018	MARCKSL1	1.64318312122006	9.71250877761688	5.70854662206234	1.06819427373431e-05	0.000518074222761143	3.51000417301211
1135	1135	GAA	1.72783230610701	9.57548576737724	5.18304760410839	9.63323092060018e-06	0.000476297906627634	3.37713557349518
3145	3145	CNN3	-1.06501995171751	10.9014019775276	-5.15880917688923	9.63147351877017e-06	0.000476297906627634	3.36780406648139
1668	1668	RPL12	-0.588588201042635	11.5528847898324	-5.15593532001396	9.71610118806097e-06	0.000476297906627634	3.35938436620082
1417	1417	EIF2S2	-0.544748280506397	10.4930848638711	-5.11301868288232	1.10715300083224e-05	0.000531316897978333	3.23371465135361
2752	2752	BST1	1.4011145450684	8.91993306098643	5.51563069240491	1.43155893615424e-05	0.000614120620542945	3.22409758576795
3055	3055	ZNF638	-1.29131058140139	7.70387978617743	-5.47723319120597	1.3556180040128e-05	0.000614120620542945	3.21955068559249
6127	6127	PRRC2C	-0.803866426177331	8.65542339864637	-5.41444602906716	1.38218536240306e-05	0.000614120620542945	3.16887695416189
1199	1199	TPR	1.59189371351011	8.63851095332028	5.13028910989111	1.21683331718607e-05	0.000577072895877673	3.162152841043
1566	1566	CTNNA2	-1.4065364943077	9.89605604778009	-5.6065972696392	1.60947133528394e-05	0.000649343346686679	3.14396875116346
3192	3192	VAMP3	-0.590855033068808	11.2426794557468	-5.07900142625565	1.22781467208016e-05	0.000577072895877673	3.13419609522375
4536	4536	RMDN1	0.892828274289874	9.12099770302405	5.08066735289749	1.31039070361989e-05	0.000609599103857456	3.08092371300818
1475	1475	TNXB;NA	2.09861613996494	9.27294310529621	5.15489021919664	1.44980886781547e-05	0.000614120620542945	3.08088328369266
5496	5496	SPATS2L	-1.1963733624167	9.21830126881339	-5.25954251877195	1.45127155759653e-05	0.000614120620542945	3.06475274861445
3044	3044	GOLGB1	1.35690916034751	8.66442144835564	5.09198831425352	1.36322794930659e-05	0.000614120620542945	3.0527539076003
2955	2955	NID2	0.741133354899949	9.86800112700558	5.04539655099313	1.3598331499296e-05	0.000614120620542945	3.03596900718077
2165	2165	RAP1GDS1	0.994327110580161	8.07980143260096	5.21051543968763	1.49656445885069e-05	0.000625948382376176	3.03359279361244
